0,0,0
6.98169e+10,0,7.7572e+09
1.08939e+11,0,4.16597e+09
1.5193e+11,0,4.16418e+09
2.492e+11,0,7.26549e+09
8.16521e+11,0,4.56036e+09
1.51333e+12,0,2.45658e+10
3.00622e+12,0,5.35235e+10
4.53758e+12,0,5.70239e+10
7.311e+12,0,2.2352e+12
-
5.48093e+08,0,3.1007e+06
6.13784e+10,1.21334e+10,6.64821e+09
1.48139e+15,6.51823e+10,-6.10828e+10
-1.20603e+15,7.24139e+10,5.11344e+10
2.07886e+11,1.79518e+10,5.99986e+09
2.41233e+11,1.24048e+12,1.36741e+09
1.50655e+12,2.91626e+11,2.44557e+10
3.00504e+12,7.71869e+10,5.35006e+10
4.53585e+12,8.13442e+10,5.70032e+10
7.311e+12,1.17287e+10,2.2352e+12
-
6.64434e+09,3.09423e+10,3.76827e+07
4.63079e+10,1.19416e+10,4.9584e+09
1.72784e+15,7.60274e+10,-7.19398e+10
-1.40618e+15,8.44489e+10,5.8938e+10
1.37219e+11,1.61995e+10,3.94082e+09
-6.14382e+12,-3.09669e+13,-3.48145e+10
1.49856e+12,3.38912e+11,2.43262e+10
2.98548e+12,9.00189e+10,5.34738e+10
4.53264e+12,9.48726e+10,5.69791e+10
7.311e+12,1.36835e+10,2.2352e+12
-
7.65273e+09,3.60533e+10,4.34304e+07
2.17049e+10,2.24613e+10,1.93628e+09
1.7686e+15,7.77885e+10,-7.37365e+10
-1.43841e+15,8.644e+10,6.02184e+10
-2.02779e+10,3.23265e+10,-7.58002e+08
-7.19835e+12,-3.62862e+13,-4.07902e+10
1.49032e+12,3.45357e+11,2.41922e+10
2.97932e+12,9.21296e+10,5.34463e+10
4.49296e+12,9.71014e+10,5.69544e+10
7.311e+12,1.40093e+10,2.2352e+12
-
7.81448e+09,3.68716e+10,4.43547e+07
-1.19891e+11,1.57175e+11,-1.70877e+10
1.7751e+15,7.80107e+10,-7.40237e+10
-1.44319e+15,8.67554e+10,6.04131e+10
3.55397e+12,5.15405e+11,1.0177e+11
-7.36708e+12,-3.71374e+13,-4.17464e+10
1.48195e+12,3.44965e+11,2.4056e+10
2.97619e+12,9.24548e+10,5.34188e+10
4.47636e+12,9.74481e+10,5.69295e+10
7.311e+12,1.40636e+10,2.2352e+12
-
7.8366e+09,3.69762e+10,4.45074e+07
-1.41834e+11,1.77882e+11,-2.00324e+10
1.77589e+15,7.79709e+10,-7.40594e+10
-1.44342e+15,8.67917e+10,6.0427e+10
4.14944e+12,5.95887e+11,1.18852e+11
-7.38849e+12,-3.72454e+13,-4.18677e+10
1.47348e+12,3.43415e+11,2.39183e+10
